Jurisdiction,Tenure (En),Category,Species group,Year,Année,Juridiction,Data qualifier,Volume (cubic metres) (En),Volume (cubic metres) (En) Nulls
Quebec,Federal land,Fuelwood*b and firewood*c,Softwoods,2012,2012,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Softwoods,2013,2013,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Softwoods,2014,2014,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Softwoods,2016,2016,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Softwoods,2017,2017,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Softwoods,2018,2018,Québec,u,,
Quebec,Federal land,Logs and bolts,Softwoods,1992,1992,Québec,a,63188,63188
Quebec,Federal land,Logs and bolts,Softwoods,1993,1993,Québec,a,71604,71604
Quebec,Federal land,Logs and bolts,Softwoods,1994,1994,Québec,a,1760,1760
Quebec,Federal land,Logs and bolts,Softwoods,1995,1995,Québec,a,180136,180136
Quebec,Federal land,Logs and bolts,Softwoods,1996,1996,Québec,a,122110,122110
Quebec,Federal land,Logs and bolts,Softwoods,1997,1997,Québec,a,226175,226175
Quebec,Federal land,Logs and bolts,Softwoods,1998,1998,Québec,a,90499,90499
Quebec,Federal land,Logs and bolts,Softwoods,1999,1999,Québec,a,92408,92408
Quebec,Federal land,Logs and bolts,Softwoods,2001,2001,Québec,a,108793,108793
Quebec,Federal land,Logs and bolts,Softwoods,2002,2002,Québec,a,117842,117842
Quebec,Federal land,Logs and bolts,Softwoods,2003,2003,Québec,a,68336,68336
Quebec,Federal land,Logs and bolts,Softwoods,2005,2005,Québec,a,47241,47241
Quebec,Federal land,Logs and bolts,Softwoods,2006,2006,Québec,a,62644,62644
Quebec,Federal land,Logs and bolts,Softwoods,2008,2008,Québec,a,87417,87417
Quebec,Federal land,Logs and bolts,Softwoods,2009,2009,Québec,a,66476,66476
Quebec,Federal land,Logs and bolts,Softwoods,2010,2010,Québec,a,43138,43138
Quebec,Federal land,Logs and bolts,Softwoods,2011,2011,Québec,a,6424,6424
Quebec,Federal land,Logs and bolts,Softwoods,2012,2012,Québec,a,7245,7245
Quebec,Federal land,Logs and bolts,Softwoods,2013,2013,Québec,a,8517,8517
Quebec,Federal land,Logs and bolts,Softwoods,2014,2014,Québec,a,4211,4211
Quebec,Federal land,Logs and bolts,Softwoods,2015,2015,Québec,a,4210,4210
Quebec,Federal land,Logs and bolts,Softwoods,2016,2016,Québec,a,7648,7648
Quebec,Federal land,Logs and bolts,Softwoods,2000,2000,Québec,e,113213,113213
Quebec,Federal land,Logs and bolts,Softwoods,2004,2004,Québec,u,,
Quebec,Federal land,Logs and bolts,Softwoods,2007,2007,Québec,u,,
Quebec,Federal land,Logs and bolts,Softwoods,2017,2017,Québec,u,,
Quebec,Federal land,Logs and bolts,Softwoods,2018,2018,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,1992,1992,Québec,a,990,990
Quebec,Federal land,Other industrial roundwood,Softwoods,1993,1993,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Softwoods,1994,1994,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Softwoods,1995,1995,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Softwoods,1996,1996,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Softwoods,1997,1997,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Softwoods,1998,1998,Québec,a,29,29
Quebec,Federal land,Other industrial roundwood,Softwoods,1999,1999,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Softwoods,2000,2000,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Softwoods,2001,2001,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Softwoods,2002,2002,Québec,a,0,
Quebec,Federal land,Other industrial roundwood,Softwoods,2003,2003,Québec,a,155,155
Quebec,Federal land,Other industrial roundwood,Softwoods,2010,2010,Québec,a,205,205
Quebec,Federal land,Other industrial roundwood,Softwoods,2011,2011,Québec,a,8,8
Quebec,Federal land,Other industrial roundwood,Softwoods,2012,2012,Québec,a,491,491
Quebec,Federal land,Other industrial roundwood,Softwoods,2004,2004,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2005,2005,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2006,2006,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2007,2007,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2008,2008,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2009,2009,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2013,2013,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2014,2014,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2015,2015,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2016,2016,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2017,2017,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Softwoods,2018,2018,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,1992,1992,Québec,a,14457,14457
Quebec,Federal land,Pulpwood,Softwoods,1993,1993,Québec,a,59894,59894
Quebec,Federal land,Pulpwood,Softwoods,1994,1994,Québec,a,668,668
Quebec,Federal land,Pulpwood,Softwoods,1995,1995,Québec,a,1173,1173
Quebec,Federal land,Pulpwood,Softwoods,1996,1996,Québec,a,3296,3296
Quebec,Federal land,Pulpwood,Softwoods,1997,1997,Québec,a,14240,14240
Quebec,Federal land,Pulpwood,Softwoods,1998,1998,Québec,a,3365,3365
Quebec,Federal land,Pulpwood,Softwoods,1999,1999,Québec,a,3444,3444
Quebec,Federal land,Pulpwood,Softwoods,2001,2001,Québec,a,250,250
Quebec,Federal land,Pulpwood,Softwoods,2002,2002,Québec,a,0,
Quebec,Federal land,Pulpwood,Softwoods,2003,2003,Québec,a,0,
Quebec,Federal land,Pulpwood,Softwoods,2006,2006,Québec,a,1800,1800
Quebec,Federal land,Pulpwood,Softwoods,2008,2008,Québec,a,1455,1455
Quebec,Federal land,Pulpwood,Softwoods,2009,2009,Québec,a,0,
Quebec,Federal land,Pulpwood,Softwoods,2010,2010,Québec,a,2304,2304
Quebec,Federal land,Pulpwood,Softwoods,2013,2013,Québec,a,1093,1093
Quebec,Federal land,Pulpwood,Softwoods,2014,2014,Québec,a,718,718
Quebec,Federal land,Pulpwood,Softwoods,2015,2015,Québec,a,717,717
Quebec,Federal land,Pulpwood,Softwoods,2000,2000,Québec,e,502,502
Quebec,Federal land,Pulpwood,Softwoods,2004,2004,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,2005,2005,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,2007,2007,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,2011,2011,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,2012,2012,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,2016,2016,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,2017,2017,Québec,u,,
Quebec,Federal land,Pulpwood,Softwoods,2018,2018,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2018,2018,Québec,E,0,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2019,2019,Québec,E,0,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2008,2008,Québec,a,0,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2010,2010,Québec,a,0,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2016,2016,Québec,a,0,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2020,2020,Québec,a,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2017,2017,Québec,e,0,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1992,1992,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1993,1993,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1994,1994,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1995,1995,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1996,1996,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1997,1997,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1998,1998,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,1999,1999,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2000,2000,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2001,2001,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2002,2002,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2003,2003,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2004,2004,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2005,2005,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2006,2006,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2007,2007,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2009,2009,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2011,2011,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2012,2012,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2013,2013,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2014,2014,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Softwoods,2015,2015,Québec,u,,
Quebec,Private land,Logs and bolts,Softwoods,2018,2018,Québec,E,4598991,4598991
Quebec,Private land,Logs and bolts,Softwoods,2019,2019,Québec,E,4531948,4531948
Quebec,Private land,Logs and bolts,Softwoods,1993,1993,Québec,a,2417800,2417800
Quebec,Private land,Logs and bolts,Softwoods,1994,1994,Québec,a,3089100,3089100
Quebec,Private land,Logs and bolts,Softwoods,1995,1995,Québec,a,3374000,3374000
Quebec,Private land,Logs and bolts,Softwoods,1996,1996,Québec,a,3432700,3432700
Quebec,Private land,Logs and bolts,Softwoods,1997,1997,Québec,a,3425000,3425000
Quebec,Private land,Logs and bolts,Softwoods,1998,1998,Québec,a,3934500,3934500
Quebec,Private land,Logs and bolts,Softwoods,1999,1999,Québec,a,4536200,4536200
Quebec,Private land,Logs and bolts,Softwoods,2000,2000,Québec,a,4515700,4515700
Quebec,Private land,Logs and bolts,Softwoods,2001,2001,Québec,a,4134800,4134800
Quebec,Private land,Logs and bolts,Softwoods,2002,2002,Québec,a,4127700,4127700
Quebec,Private land,Logs and bolts,Softwoods,2006,2006,Québec,a,3575500,3575500
Quebec,Private land,Logs and bolts,Softwoods,2007,2007,Québec,a,2821400,2821400
Quebec,Private land,Logs and bolts,Softwoods,2008,2008,Québec,a,2036400,2036400
Quebec,Private land,Logs and bolts,Softwoods,2009,2009,Québec,a,1646700,1646700
Quebec,Private land,Logs and bolts,Softwoods,2010,2010,Québec,a,2009800,2009800
Quebec,Private land,Logs and bolts,Softwoods,2013,2013,Québec,a,2125300,2125300
Quebec,Private land,Logs and bolts,Softwoods,2014,2014,Québec,a,2869000,2869000
Quebec,Private land,Logs and bolts,Softwoods,2016,2016,Québec,a,2343830,2343830
Quebec,Private land,Logs and bolts,Softwoods,2020,2020,Québec,a,4555300,4555300
Quebec,Private land,Logs and bolts,Softwoods,2017,2017,Québec,e,4363912,4363912
Quebec,Private land,Logs and bolts,Softwoods,2012,2012,Québec,p,1762500,1762500
Quebec,Private land,Logs and bolts,Softwoods,1992,1992,Québec,r,2178600,2178600
Quebec,Private land,Logs and bolts,Softwoods,2003,2003,Québec,r,3856200,3856200
Quebec,Private land,Logs and bolts,Softwoods,2004,2004,Québec,r,3505600,3505600
Quebec,Private land,Logs and bolts,Softwoods,2005,2005,Québec,r,3725200,3725200
Quebec,Private land,Logs and bolts,Softwoods,2011,2011,Québec,r,1736000,1736000
Quebec,Private land,Logs and bolts,Softwoods,2015,2015,Québec,u,,
Quebec,Private land,Other industrial roundwood,Softwoods,2018,2018,Québec,E,0,
Quebec,Private land,Other industrial roundwood,Softwoods,2019,2019,Québec,E,0,
Quebec,Private land,Other industrial roundwood,Softwoods,1992,1992,Québec,a,3400,3400
Quebec,Private land,Other industrial roundwood,Softwoods,1993,1993,Québec,a,6200,6200
Quebec,Private land,Other industrial roundwood,Softwoods,1994,1994,Québec,a,6800,6800
Quebec,Private land,Other industrial roundwood,Softwoods,1995,1995,Québec,a,10600,10600
Quebec,Private land,Other industrial roundwood,Softwoods,1996,1996,Québec,a,3600,3600
Quebec,Private land,Other industrial roundwood,Softwoods,1997,1997,Québec,a,4400,4400
Quebec,Private land,Other industrial roundwood,Softwoods,1998,1998,Québec,a,6200,6200
Quebec,Private land,Other industrial roundwood,Softwoods,1999,1999,Québec,a,10300,10300
Quebec,Private land,Other industrial roundwood,Softwoods,2000,2000,Québec,a,15600,15600
Quebec,Private land,Other industrial roundwood,Softwoods,2001,2001,Québec,a,14200,14200
Quebec,Private land,Other industrial roundwood,Softwoods,2002,2002,Québec,a,0,
Quebec,Private land,Other industrial roundwood,Softwoods,2006,2006,Québec,a,3700,3700
Quebec,Private land,Other industrial roundwood,Softwoods,2007,2007,Québec,a,4700,4700
Quebec,Private land,Other industrial roundwood,Softwoods,2008,2008,Québec,a,2400,2400
Quebec,Private land,Other industrial roundwood,Softwoods,2009,2009,Québec,a,2400,2400
Quebec,Private land,Other industrial roundwood,Softwoods,2010,2010,Québec,a,3100,3100
Quebec,Private land,Other industrial roundwood,Softwoods,2013,2013,Québec,a,2900,2900
Quebec,Private land,Other industrial roundwood,Softwoods,2014,2014,Québec,a,1500,1500
Quebec,Private land,Other industrial roundwood,Softwoods,2016,2016,Québec,a,0,
Quebec,Private land,Other industrial roundwood,Softwoods,2020,2020,Québec,a,,
Quebec,Private land,Other industrial roundwood,Softwoods,2017,2017,Québec,e,0,
Quebec,Private land,Other industrial roundwood,Softwoods,2012,2012,Québec,p,1800,1800
Quebec,Private land,Other industrial roundwood,Softwoods,2003,2003,Québec,r,3200,3200
Quebec,Private land,Other industrial roundwood,Softwoods,2004,2004,Québec,r,600,600
Quebec,Private land,Other industrial roundwood,Softwoods,2005,2005,Québec,r,3600,3600
Quebec,Private land,Other industrial roundwood,Softwoods,2011,2011,Québec,r,1000,1000
Quebec,Private land,Other industrial roundwood,Softwoods,2015,2015,Québec,r,3166636,3166636
Quebec,Private land,Pulpwood,Softwoods,2018,2018,Québec,E,0,
Quebec,Private land,Pulpwood,Softwoods,2019,2019,Québec,E,0,
Quebec,Private land,Pulpwood,Softwoods,1992,1992,Québec,a,1770200,1770200
Quebec,Private land,Pulpwood,Softwoods,1993,1993,Québec,a,1438700,1438700
Quebec,Private land,Pulpwood,Softwoods,1994,1994,Québec,a,981000,981000
Quebec,Private land,Pulpwood,Softwoods,1995,1995,Québec,a,1367600,1367600
Quebec,Private land,Pulpwood,Softwoods,1996,1996,Québec,a,1117900,1117900
Quebec,Private land,Pulpwood,Softwoods,1997,1997,Québec,a,1051200,1051200
Quebec,Private land,Pulpwood,Softwoods,1998,1998,Québec,a,745600,745600
Quebec,Private land,Pulpwood,Softwoods,1999,1999,Québec,a,811300,811300
Quebec,Private land,Pulpwood,Softwoods,2000,2000,Québec,a,843700,843700
Quebec,Private land,Pulpwood,Softwoods,2001,2001,Québec,a,770800,770800
Quebec,Private land,Pulpwood,Softwoods,2002,2002,Québec,a,701900,701900
Quebec,Private land,Pulpwood,Softwoods,2006,2006,Québec,a,592300,592300
Quebec,Private land,Pulpwood,Softwoods,2007,2007,Québec,a,604500,604500
Quebec,Private land,Pulpwood,Softwoods,2008,2008,Québec,a,539800,539800
Quebec,Private land,Pulpwood,Softwoods,2009,2009,Québec,a,326600,326600
Quebec,Private land,Pulpwood,Softwoods,2010,2010,Québec,a,270600,270600
Quebec,Private land,Pulpwood,Softwoods,2013,2013,Québec,a,337700,337700
Quebec,Private land,Pulpwood,Softwoods,2014,2014,Québec,a,321700,321700
Quebec,Private land,Pulpwood,Softwoods,2016,2016,Québec,a,0,
Quebec,Private land,Pulpwood,Softwoods,2020,2020,Québec,a,,
Quebec,Private land,Pulpwood,Softwoods,2017,2017,Québec,e,0,
Quebec,Private land,Pulpwood,Softwoods,2012,2012,Québec,p,462200,462200
Quebec,Private land,Pulpwood,Softwoods,2003,2003,Québec,r,618900,618900
Quebec,Private land,Pulpwood,Softwoods,2004,2004,Québec,r,641400,641400
Quebec,Private land,Pulpwood,Softwoods,2005,2005,Québec,r,568900,568900
Quebec,Private land,Pulpwood,Softwoods,2011,2011,Québec,r,498500,498500
Quebec,Private land,Pulpwood,Softwoods,2015,2015,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2018,2018,Québec,E,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2019,2019,Québec,E,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1992,1992,Québec,a,1292,1292
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1993,1993,Québec,a,3394,3394
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1994,1994,Québec,a,8243,8243
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1995,1995,Québec,a,11781,11781
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1996,1996,Québec,a,9095,9095
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1997,1997,Québec,a,6295,6295
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1998,1998,Québec,a,2558,2558
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,1999,1999,Québec,a,3322,3322
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2000,2000,Québec,a,287,287
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2001,2001,Québec,a,6096,6096
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2002,2002,Québec,a,10718,10718
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2003,2003,Québec,a,9758,9758
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2004,2004,Québec,a,71,71
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2005,2005,Québec,a,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2006,2006,Québec,a,78,78
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2007,2007,Québec,a,1,1
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2008,2008,Québec,a,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2014,2014,Québec,a,5028,5028
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2016,2016,Québec,a,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2020,2020,Québec,a,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2017,2017,Québec,e,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2009,2009,Québec,r,1162,1162
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2010,2010,Québec,r,918,918
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2011,2011,Québec,r,36704,36704
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2012,2012,Québec,r,7672,7672
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2013,2013,Québec,r,158892,158892
Quebec,Provincial land,Fuelwood*b and firewood*c,Softwoods,2015,2015,Québec,u,,
Quebec,Provincial land,Logs and bolts,Softwoods,1992,1992,Québec,a,16519269,16519269
Quebec,Provincial land,Logs and bolts,Softwoods,1993,1993,Québec,a,20028427,20028427
Quebec,Provincial land,Logs and bolts,Softwoods,1994,1994,Québec,a,22879910,22879910
Quebec,Provincial land,Logs and bolts,Softwoods,1995,1995,Québec,a,24995610,24995610
Quebec,Provincial land,Logs and bolts,Softwoods,1996,1996,Québec,a,23925343,23925343
Quebec,Provincial land,Logs and bolts,Softwoods,1997,1997,Québec,a,26539428,26539428
Quebec,Provincial land,Logs and bolts,Softwoods,1998,1998,Québec,a,26558931,26558931
Quebec,Provincial land,Logs and bolts,Softwoods,1999,1999,Québec,a,28247072,28247072
Quebec,Provincial land,Logs and bolts,Softwoods,2000,2000,Québec,a,26438880,26438880
Quebec,Provincial land,Logs and bolts,Softwoods,2001,2001,Québec,a,24504879,24504879
Quebec,Provincial land,Logs and bolts,Softwoods,2002,2002,Québec,a,25840050,25840050
Quebec,Provincial land,Logs and bolts,Softwoods,2003,2003,Québec,a,24600202,24600202
Quebec,Provincial land,Logs and bolts,Softwoods,2004,2004,Québec,a,27326418,27326418
Quebec,Provincial land,Logs and bolts,Softwoods,2005,2005,Québec,a,23949018,23949018
Quebec,Provincial land,Logs and bolts,Softwoods,2006,2006,Québec,a,19886321,19886321
Quebec,Provincial land,Logs and bolts,Softwoods,2007,2007,Québec,a,18377778,18377778
Quebec,Provincial land,Logs and bolts,Softwoods,2014,2014,Québec,a,17462937,17462937
Quebec,Provincial land,Logs and bolts,Softwoods,2016,2016,Québec,a,19216086,19216086
Quebec,Provincial land,Logs and bolts,Softwoods,2019,2019,Québec,a,16576691,16576691
Quebec,Provincial land,Logs and bolts,Softwoods,2020,2020,Québec,a,15818579,15818579
Quebec,Provincial land,Logs and bolts,Softwoods,2008,2008,Québec,r,14668764,14668764
Quebec,Provincial land,Logs and bolts,Softwoods,2009,2009,Québec,r,12679938,12679938
Quebec,Provincial land,Logs and bolts,Softwoods,2010,2010,Québec,r,16222431,16222431
Quebec,Provincial land,Logs and bolts,Softwoods,2011,2011,Québec,r,14257273,14257273
Quebec,Provincial land,Logs and bolts,Softwoods,2012,2012,Québec,r,17975656,17975656
Quebec,Provincial land,Logs and bolts,Softwoods,2013,2013,Québec,r,16410493,16410493
Quebec,Provincial land,Logs and bolts,Softwoods,2017,2017,Québec,r,16895845,16895845
Quebec,Provincial land,Logs and bolts,Softwoods,2018,2018,Québec,r,17030802,17030802
Quebec,Provincial land,Logs and bolts,Softwoods,2015,2015,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Softwoods,2018,2018,Québec,E,0,
Quebec,Provincial land,Other industrial roundwood,Softwoods,2019,2019,Québec,E,0,
Quebec,Provincial land,Other industrial roundwood,Softwoods,1992,1992,Québec,a,66857,66857
Quebec,Provincial land,Other industrial roundwood,Softwoods,1993,1993,Québec,a,99026,99026
Quebec,Provincial land,Other industrial roundwood,Softwoods,1994,1994,Québec,a,133828,133828
Quebec,Provincial land,Other industrial roundwood,Softwoods,1995,1995,Québec,a,120342,120342
Quebec,Provincial land,Other industrial roundwood,Softwoods,1996,1996,Québec,a,86463,86463
Quebec,Provincial land,Other industrial roundwood,Softwoods,1997,1997,Québec,a,109026,109026
Quebec,Provincial land,Other industrial roundwood,Softwoods,1998,1998,Québec,a,127016,127016
Quebec,Provincial land,Other industrial roundwood,Softwoods,1999,1999,Québec,a,128813,128813
Quebec,Provincial land,Other industrial roundwood,Softwoods,2000,2000,Québec,a,101112,101112
Quebec,Provincial land,Other industrial roundwood,Softwoods,2001,2001,Québec,a,84140,84140
Quebec,Provincial land,Other industrial roundwood,Softwoods,2002,2002,Québec,a,42592,42592
Quebec,Provincial land,Other industrial roundwood,Softwoods,2003,2003,Québec,a,22657,22657
Quebec,Provincial land,Other industrial roundwood,Softwoods,2004,2004,Québec,a,23936,23936
Quebec,Provincial land,Other industrial roundwood,Softwoods,2005,2005,Québec,a,13167,13167
Quebec,Provincial land,Other industrial roundwood,Softwoods,2006,2006,Québec,a,34013,34013
Quebec,Provincial land,Other industrial roundwood,Softwoods,2007,2007,Québec,a,19754,19754
Quebec,Provincial land,Other industrial roundwood,Softwoods,2014,2014,Québec,a,14423,14423
Quebec,Provincial land,Other industrial roundwood,Softwoods,2016,2016,Québec,a,0,
Quebec,Provincial land,Other industrial roundwood,Softwoods,2020,2020,Québec,a,,
Quebec,Provincial land,Other industrial roundwood,Softwoods,2017,2017,Québec,e,0,
Quebec,Provincial land,Other industrial roundwood,Softwoods,2008,2008,Québec,r,5984,5984
Quebec,Provincial land,Other industrial roundwood,Softwoods,2009,2009,Québec,r,3091,3091
Quebec,Provincial land,Other industrial roundwood,Softwoods,2010,2010,Québec,r,2409,2409
Quebec,Provincial land,Other industrial roundwood,Softwoods,2011,2011,Québec,r,7385,7385
Quebec,Provincial land,Other industrial roundwood,Softwoods,2012,2012,Québec,r,12733,12733
Quebec,Provincial land,Other industrial roundwood,Softwoods,2013,2013,Québec,r,11731,11731
Quebec,Provincial land,Other industrial roundwood,Softwoods,2015,2015,Québec,r,17728423,17728423
Quebec,Provincial land,Pulpwood,Softwoods,2018,2018,Québec,E,0,
Quebec,Provincial land,Pulpwood,Softwoods,2019,2019,Québec,E,0,
Quebec,Provincial land,Pulpwood,Softwoods,1992,1992,Québec,a,2316394,2316394
Quebec,Provincial land,Pulpwood,Softwoods,1993,1993,Québec,a,1520124,1520124
Quebec,Provincial land,Pulpwood,Softwoods,1994,1994,Québec,a,1862728,1862728
Quebec,Provincial land,Pulpwood,Softwoods,1995,1995,Québec,a,1639394,1639394
Quebec,Provincial land,Pulpwood,Softwoods,1996,1996,Québec,a,984053,984053
Quebec,Provincial land,Pulpwood,Softwoods,1997,1997,Québec,a,1339722,1339722
Quebec,Provincial land,Pulpwood,Softwoods,1998,1998,Québec,a,1045221,1045221
Quebec,Provincial land,Pulpwood,Softwoods,1999,1999,Québec,a,914841,914841
Quebec,Provincial land,Pulpwood,Softwoods,2000,2000,Québec,a,954092,954092
Quebec,Provincial land,Pulpwood,Softwoods,2001,2001,Québec,a,493967,493967
Quebec,Provincial land,Pulpwood,Softwoods,2002,2002,Québec,a,723011,723011
Quebec,Provincial land,Pulpwood,Softwoods,2003,2003,Québec,a,560875,560875
Quebec,Provincial land,Pulpwood,Softwoods,2004,2004,Québec,a,622826,622826
Quebec,Provincial land,Pulpwood,Softwoods,2005,2005,Québec,a,444799,444799
Quebec,Provincial land,Pulpwood,Softwoods,2006,2006,Québec,a,620701,620701
Quebec,Provincial land,Pulpwood,Softwoods,2007,2007,Québec,a,487455,487455
Quebec,Provincial land,Pulpwood,Softwoods,2014,2014,Québec,a,20009,20009
Quebec,Provincial land,Pulpwood,Softwoods,2016,2016,Québec,a,0,
Quebec,Provincial land,Pulpwood,Softwoods,2020,2020,Québec,a,,
Quebec,Provincial land,Pulpwood,Softwoods,2017,2017,Québec,e,0,
Quebec,Provincial land,Pulpwood,Softwoods,2008,2008,Québec,r,554714,554714
Quebec,Provincial land,Pulpwood,Softwoods,2009,2009,Québec,r,439861,439861
Quebec,Provincial land,Pulpwood,Softwoods,2010,2010,Québec,r,514922,514922
Quebec,Provincial land,Pulpwood,Softwoods,2011,2011,Québec,r,351469,351469
Quebec,Provincial land,Pulpwood,Softwoods,2012,2012,Québec,r,352885,352885
Quebec,Provincial land,Pulpwood,Softwoods,2013,2013,Québec,r,145272,145272
Quebec,Provincial land,Pulpwood,Softwoods,2015,2015,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1992,1992,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1993,1993,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1994,1994,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1995,1995,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1996,1996,Québec,u,,
