Jurisdiction,Tenure (En),Category,Species group,Year,Année,Juridiction,Data qualifier,Volume (cubic metres) (En),Volume (cubic metres) (En) Nulls
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1997,1997,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1998,1998,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,1999,1999,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2000,2000,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2001,2001,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2002,2002,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2003,2003,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2004,2004,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2005,2005,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2006,2006,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2007,2007,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2008,2008,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2009,2009,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2010,2010,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2011,2011,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2012,2012,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2013,2013,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2014,2014,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2015,2015,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2016,2016,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2017,2017,Québec,u,,
Quebec,Federal land,Fuelwood*b and firewood*c,Unspecified,2018,2018,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,1992,1992,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,1993,1993,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,1994,1994,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,1995,1995,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,1996,1996,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,1997,1997,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,1998,1998,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,1999,1999,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2000,2000,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2001,2001,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2002,2002,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2003,2003,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2004,2004,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2005,2005,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2006,2006,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2007,2007,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2008,2008,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2009,2009,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2010,2010,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2011,2011,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2012,2012,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2013,2013,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2014,2014,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2015,2015,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2016,2016,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2017,2017,Québec,u,,
Quebec,Federal land,Logs and bolts,Unspecified,2018,2018,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,1992,1992,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,1993,1993,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,1994,1994,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,1995,1995,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,1996,1996,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,1997,1997,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,1998,1998,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,1999,1999,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2000,2000,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2001,2001,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2002,2002,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2003,2003,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2004,2004,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2005,2005,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2006,2006,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2007,2007,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2008,2008,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2009,2009,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2010,2010,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2011,2011,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2012,2012,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2013,2013,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2014,2014,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2015,2015,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2016,2016,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2017,2017,Québec,u,,
Quebec,Federal land,Other industrial roundwood,Unspecified,2018,2018,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,1992,1992,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,1993,1993,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,1994,1994,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,1995,1995,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,1996,1996,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,1997,1997,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,1998,1998,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,1999,1999,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2000,2000,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2001,2001,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2002,2002,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2003,2003,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2004,2004,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2005,2005,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2006,2006,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2007,2007,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2008,2008,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2009,2009,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2010,2010,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2011,2011,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2012,2012,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2013,2013,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2014,2014,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2015,2015,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2016,2016,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2017,2017,Québec,u,,
Quebec,Federal land,Pulpwood,Unspecified,2018,2018,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2018,2018,Québec,E,0,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2019,2019,Québec,E,0,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2016,2016,Québec,a,0,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2020,2020,Québec,a,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2017,2017,Québec,e,0,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1992,1992,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1993,1993,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1994,1994,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1995,1995,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1996,1996,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1997,1997,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1998,1998,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,1999,1999,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2000,2000,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2001,2001,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2002,2002,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2003,2003,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2004,2004,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2005,2005,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2006,2006,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2007,2007,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2008,2008,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2009,2009,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2010,2010,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2011,2011,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2012,2012,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2013,2013,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2014,2014,Québec,u,,
Quebec,Private land,Fuelwood*b and firewood*c,Unspecified,2015,2015,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2018,2018,Québec,E,0,
Quebec,Private land,Logs and bolts,Unspecified,2019,2019,Québec,E,0,
Quebec,Private land,Logs and bolts,Unspecified,2016,2016,Québec,a,0,
Quebec,Private land,Logs and bolts,Unspecified,2020,2020,Québec,a,,
Quebec,Private land,Logs and bolts,Unspecified,2017,2017,Québec,e,0,
Quebec,Private land,Logs and bolts,Unspecified,1992,1992,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,1993,1993,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,1994,1994,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,1995,1995,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,1996,1996,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,1997,1997,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,1998,1998,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,1999,1999,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2000,2000,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2001,2001,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2002,2002,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2003,2003,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2004,2004,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2005,2005,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2006,2006,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2007,2007,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2008,2008,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2009,2009,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2010,2010,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2011,2011,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2012,2012,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2013,2013,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2014,2014,Québec,u,,
Quebec,Private land,Logs and bolts,Unspecified,2015,2015,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2018,2018,Québec,E,0,
Quebec,Private land,Other industrial roundwood,Unspecified,2019,2019,Québec,E,0,
Quebec,Private land,Other industrial roundwood,Unspecified,2016,2016,Québec,a,0,
Quebec,Private land,Other industrial roundwood,Unspecified,2020,2020,Québec,a,,
Quebec,Private land,Other industrial roundwood,Unspecified,2017,2017,Québec,e,0,
Quebec,Private land,Other industrial roundwood,Unspecified,1992,1992,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,1993,1993,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,1994,1994,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,1995,1995,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,1996,1996,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,1997,1997,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,1998,1998,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,1999,1999,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2000,2000,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2001,2001,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2002,2002,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2003,2003,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2004,2004,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2005,2005,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2006,2006,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2007,2007,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2008,2008,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2009,2009,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2010,2010,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2011,2011,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2012,2012,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2013,2013,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2014,2014,Québec,u,,
Quebec,Private land,Other industrial roundwood,Unspecified,2015,2015,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2018,2018,Québec,E,0,
Quebec,Private land,Pulpwood,Unspecified,2019,2019,Québec,E,0,
Quebec,Private land,Pulpwood,Unspecified,2016,2016,Québec,a,0,
Quebec,Private land,Pulpwood,Unspecified,2020,2020,Québec,a,,
Quebec,Private land,Pulpwood,Unspecified,2017,2017,Québec,e,0,
Quebec,Private land,Pulpwood,Unspecified,1992,1992,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,1993,1993,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,1994,1994,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,1995,1995,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,1996,1996,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,1997,1997,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,1998,1998,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,1999,1999,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2000,2000,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2001,2001,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2002,2002,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2003,2003,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2004,2004,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2005,2005,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2006,2006,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2007,2007,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2008,2008,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2009,2009,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2010,2010,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2011,2011,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2012,2012,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2013,2013,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2014,2014,Québec,u,,
Quebec,Private land,Pulpwood,Unspecified,2015,2015,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2018,2018,Québec,E,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2019,2019,Québec,E,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2016,2016,Québec,a,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2020,2020,Québec,a,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2017,2017,Québec,e,0,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1992,1992,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1993,1993,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1994,1994,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1995,1995,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1996,1996,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1997,1997,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1998,1998,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,1999,1999,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2000,2000,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2001,2001,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2002,2002,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2003,2003,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2004,2004,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2005,2005,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2006,2006,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2007,2007,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2008,2008,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2009,2009,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2010,2010,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2011,2011,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2012,2012,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2013,2013,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2014,2014,Québec,u,,
Quebec,Provincial land,Fuelwood*b and firewood*c,Unspecified,2015,2015,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2018,2018,Québec,E,0,
Quebec,Provincial land,Logs and bolts,Unspecified,2016,2016,Québec,a,0,
Quebec,Provincial land,Logs and bolts,Unspecified,2019,2019,Québec,a,0,
Quebec,Provincial land,Logs and bolts,Unspecified,2020,2020,Québec,a,0,
Quebec,Provincial land,Logs and bolts,Unspecified,2017,2017,Québec,e,0,
Quebec,Provincial land,Logs and bolts,Unspecified,1992,1992,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,1993,1993,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,1994,1994,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,1995,1995,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,1996,1996,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,1997,1997,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,1998,1998,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,1999,1999,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2000,2000,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2001,2001,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2002,2002,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2003,2003,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2004,2004,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2005,2005,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2006,2006,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2007,2007,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2008,2008,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2009,2009,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2010,2010,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2011,2011,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2012,2012,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2013,2013,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2014,2014,Québec,u,,
Quebec,Provincial land,Logs and bolts,Unspecified,2015,2015,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2018,2018,Québec,E,0,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2019,2019,Québec,E,0,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2016,2016,Québec,a,0,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2020,2020,Québec,a,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2017,2017,Québec,e,0,
Quebec,Provincial land,Other industrial roundwood,Unspecified,1992,1992,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,1993,1993,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,1994,1994,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,1995,1995,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,1996,1996,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,1997,1997,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,1998,1998,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,1999,1999,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2000,2000,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2001,2001,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2002,2002,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2003,2003,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2004,2004,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2005,2005,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2006,2006,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2007,2007,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2008,2008,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2009,2009,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2010,2010,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2011,2011,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2012,2012,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2013,2013,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2014,2014,Québec,u,,
Quebec,Provincial land,Other industrial roundwood,Unspecified,2015,2015,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2018,2018,Québec,E,0,
Quebec,Provincial land,Pulpwood,Unspecified,2019,2019,Québec,E,0,
Quebec,Provincial land,Pulpwood,Unspecified,2016,2016,Québec,a,0,
Quebec,Provincial land,Pulpwood,Unspecified,2020,2020,Québec,a,,
Quebec,Provincial land,Pulpwood,Unspecified,2017,2017,Québec,e,0,
Quebec,Provincial land,Pulpwood,Unspecified,1992,1992,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,1993,1993,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,1994,1994,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,1995,1995,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,1996,1996,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,1997,1997,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,1998,1998,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,1999,1999,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2000,2000,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2001,2001,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2002,2002,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2003,2003,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2004,2004,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2005,2005,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2006,2006,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2007,2007,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2008,2008,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2009,2009,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2010,2010,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2011,2011,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2012,2012,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2013,2013,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2014,2014,Québec,u,,
Quebec,Provincial land,Pulpwood,Unspecified,2015,2015,Québec,u,,
